Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,April Employment,May Employment,June Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2023,2,County,Illinois,"Jackson County, Illinois",Private,"1021 Trade, transportation, and utilities",,231,"3,519","3,505","3,479","31,271,424",687,0.76,0.58
2023,2,County,Illinois,"Jackson County, Illinois",Private,1022 Information,,14,93,92,93,"1,100,314",913,0.19,0.08
2023,2,County,Illinois,"Jackson County, Illinois",Private,1023 Financial activities,,123,981,996,996,"17,627,786","1,368",0.71,0.61
2023,2,County,Illinois,"Jackson County, Illinois",Private,1024 Professional and business services,,147,"1,575","1,580","1,592","26,723,754","1,299",0.44,0.39
2023,2,County,Illinois,"Jackson County, Illinois",Private,1025 Education and health services,,123,"4,548","4,564","4,576","77,391,264","1,305",1.17,1.59
2023,2,County,Illinois,"Jackson County, Illinois",Private,1026 Leisure and hospitality,,171,"2,438","2,419","2,333","11,973,302",384,0.85,0.71
2023,2,County,Illinois,"Jackson County, Illinois",Private,1027 Other services,,102,614,609,588,"4,482,677",571,0.79,0.60
2023,2,County,Illinois,"Jackson County, Illinois",Private,1029 Unclassified,,3,30,28,30,"263,845",692,0.46,0.29
2023,2,County,Illinois,"Jasper County, Illinois",Total Covered,"10 Total, all industries",,239,"2,102","2,148","2,256","25,382,129",900,1.00,1.00
2023,2,County,Illinois,"Jasper County, Illinois",Federal Government,"10 Total, all industries",,9,35,31,30,"415,308",998,0.70,0.62
2023,2,County,Illinois,"Jasper County, Illinois",Local Government,"10 Total, all industries",,14,436,457,552,"5,058,437",808,2.64,2.28
2023,2,County,Illinois,"Jasper County, Illinois",Private,"10 Total, all industries",,216,"1,631","1,660","1,674","19,908,384",925,0.86,0.92
2023,2,County,Illinois,"Jasper County, Illinois",Private,101 Goods-producing,,61,465,479,510,"6,974,539","1,107",1.52,1.69
2023,2,County,Illinois,"Jasper County, Illinois",Private,1011 Natural resources and mining,,22,92,93,92,"863,063",719,3.22,2.96
2023,2,County,Illinois,"Jasper County, Illinois",Private,1012 Construction,,31,212,223,257,"4,906,253","1,636",2.17,3.48
2023,2,County,Illinois,"Jasper County, Illinois",Private,1013 Manufacturing,,8,161,163,161,"1,205,223",573,0.85,0.49
2023,2,County,Illinois,"Jasper County, Illinois",Private,102 Service-providing,,155,"1,166","1,181","1,164","12,933,845",850,0.73,0.74
2023,2,County,Illinois,"Jasper County, Illinois",Private,"1021 Trade, transportation, and utilities",,69,549,556,541,"8,273,396","1,160",1.29,2.09
2023,2,County,Illinois,"Jasper County, Illinois",Private,1022 Information,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Jasper County, Illinois",Private,1023 Financial activities,,14,127,131,125,"1,723,719","1,039",0.98,0.81
2023,2,County,Illinois,"Jasper County, Illinois",Private,1024 Professional and business services,,15,36,38,33,"322,530",696,0.10,0.06
2023,2,County,Illinois,"Jasper County, Illinois",Private,1025 Education and health services,,7,80,82,94,"746,783",673,0.26,0.21
2023,2,County,Illinois,"Jasper County, Illinois",Private,1026 Leisure and hospitality,,21,264,261,261,"1,027,491",302,1.04,0.83
2023,2,County,Illinois,"Jasper County, Illinois",Private,1027 Other services,,24,100,102,98,"728,635",560,1.45,1.34
2023,2,County,Illinois,"Jasper County, Illinois",Private,1029 Unclassified,N,3,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Jefferson County, Illinois",Total Covered,"10 Total, all industries",,855,"19,132","19,258","19,284","256,239,611","1,025",1.00,1.00
2023,2,County,Illinois,"Jefferson County, Illinois",Federal Government,"10 Total, all industries",,20,120,121,121,"2,335,607","1,489",0.33,0.35
2023,2,County,Illinois,"Jefferson County, Illinois",State Government,"10 Total, all industries",N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Jefferson County, Illinois",Local Government,"10 Total, all industries",N,44,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Jefferson County, Illinois",Private,"10 Total, all industries",,789,"16,995","17,076","17,086","229,090,825","1,033",1.03,1.05
2023,2,County,Illinois,"Jefferson County, Illinois",Private,101 Goods-producing,,123,"4,956","4,997","5,051","88,318,324","1,358",1.76,2.11
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1011 Natural resources and mining,,16,131,134,138,"1,712,684",981,0.57,0.58
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1012 Construction,,74,428,435,457,"6,527,219","1,141",0.45,0.46
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1013 Manufacturing,,33,"4,397","4,428","4,456","80,078,421","1,391",2.75,3.26
2023,2,County,Illinois,"Jefferson County, Illinois",Private,102 Service-providing,,666,"12,039","12,079","12,035","140,772,501",899,0.88,0.80
2023,2,County,Illinois,"Jefferson County, Illinois",Private,"1021 Trade, transportation, and utilities",,228,"4,691","4,754","4,741","50,976,900",829,1.33,1.28
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1022 Information,,5,61,61,62,"536,912",673,0.17,0.05
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1023 Financial activities,,71,666,653,664,"11,204,679","1,304",0.61,0.52
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1024 Professional and business services,,89,"1,068","1,001",931,"14,378,946","1,106",0.33,0.28
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1025 Education and health services,,99,"3,537","3,570","3,556","50,285,526","1,088",1.17,1.40
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1026 Leisure and hospitality,,88,"1,608","1,624","1,634","9,508,463",451,0.77,0.76
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1027 Other services,,84,408,416,447,"3,881,075",705,0.77,0.71
2023,2,County,Illinois,"Jefferson County, Illinois",Private,1029 Unclassified,,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Jersey County, Illinois",Total Covered,"10 Total, all industries",,404,"5,066","5,325","5,566","55,413,113",801,1.00,1.00
2023,2,County,Illinois,"Jersey County, Illinois",Federal Government,"10 Total, all industries",,8,32,34,40,"457,017",995,0.38,0.31
2023,2,County,Illinois,"Jersey County, Illinois",Local Government,"10 Total, all industries",,21,"1,101","1,129","1,186","13,754,355",929,2.30,2.84
2023,2,County,Illinois,"Jersey County, Illinois",Private,"10 Total, all industries",,375,"3,933","4,162","4,340","41,201,741",765,0.91,0.87
2023,2,County,Illinois,"Jersey County, Illinois",Private,101 Goods-producing,,81,779,799,834,"10,730,663","1,027",1.00,1.19
2023,2,County,Illinois,"Jersey County, Illinois",Private,1011 Natural resources and mining,,8,49,47,49,"761,685","1,212",0.70,1.20
2023,2,County,Illinois,"Jersey County, Illinois",Private,1012 Construction,,51,362,374,394,"5,040,209","1,029",1.35,1.64
2023,2,County,Illinois,"Jersey County, Illinois",Private,1013 Manufacturing,,22,368,378,391,"4,928,769","1,000",0.84,0.93
2023,2,County,Illinois,"Jersey County, Illinois",Private,102 Service-providing,,294,"3,154","3,363","3,506","30,471,078",702,0.89,0.80
2023,2,County,Illinois,"Jersey County, Illinois",Private,"1021 Trade, transportation, and utilities",,92,"1,020","1,025","1,011","9,155,526",691,0.98,1.06
2023,2,County,Illinois,"Jersey County, Illinois",Private,1022 Information,,5,33,31,33,"552,873","1,315",0.31,0.24
2023,2,County,Illinois,"Jersey County, Illinois",Private,1023 Financial activities,,28,152,159,164,"1,866,708",907,0.52,0.40
2023,2,County,Illinois,"Jersey County, Illinois",Private,1024 Professional and business services,,47,312,315,326,"5,472,230","1,325",0.40,0.50
2023,2,County,Illinois,"Jersey County, Illinois",Private,1025 Education and health services,,32,849,867,852,"8,287,399",745,0.97,1.07
2023,2,County,Illinois,"Jersey County, Illinois",Private,1026 Leisure and hospitality,,61,689,870,991,"4,413,357",399,1.61,1.64
2023,2,County,Illinois,"Jersey County, Illinois",Private,1027 Other services,,29,99,96,129,"722,985",515,0.77,0.61
2023,2,County,Illinois,"Jo Daviess County, Illinois",Total Covered,"10 Total, all industries",,751,"7,274","7,517","7,895","81,619,721",830,1.00,1.00
2023,2,County,Illinois,"Jo Daviess County, Illinois",Federal Government,"10 Total, all industries",,13,57,54,58,"821,468","1,122",0.39,0.38
2023,2,County,Illinois,"Jo Daviess County, Illinois",Local Government,"10 Total, all industries",,37,"1,315","1,319","1,331","15,233,152",887,1.82,2.14
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,"10 Total, all industries",,701,"5,902","6,144","6,506","65,565,101",816,0.96,0.94
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,101 Goods-producing,,162,"1,325","1,369","1,412","20,477,939","1,151",1.20,1.54
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1011 Natural resources and mining,,19,87,98,98,"1,111,725",907,0.98,1.19
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1012 Construction,,97,510,547,575,"8,113,667","1,147",1.39,1.79
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1013 Manufacturing,,46,728,724,739,"11,252,547","1,185",1.11,1.44
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,102 Service-providing,,539,"4,577","4,775","5,094","45,087,162",720,0.91,0.80
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,"1021 Trade, transportation, and utilities",,175,"1,547","1,592","1,622","16,810,335",815,1.11,1.32
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1022 Information,,10,36,27,29,"190,888",479,0.19,0.06
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1023 Financial activities,,49,214,216,215,"2,998,395","1,073",0.48,0.44
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1024 Professional and business services,,88,517,511,531,"9,078,675","1,344",0.46,0.56
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1025 Education and health services,,31,377,377,384,"2,980,177",604,0.31,0.26
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1026 Leisure and hospitality,,119,"1,527","1,673","1,842","9,586,043",439,2.11,2.42
2023,2,County,Illinois,"Jo Daviess County, Illinois",Private,1027 Other services,,67,359,379,471,"3,442,649",657,1.99,1.97
2023,2,County,Illinois,"Johnson County, Illinois",Total Covered,"10 Total, all industries",,191,"2,299","2,255","2,391","29,551,626",982,1.00,1.00
2023,2,County,Illinois,"Johnson County, Illinois",Federal Government,"10 Total, all industries",,13,71,70,73,"1,204,565","1,299",1.61,1.55
2023,2,County,Illinois,"Johnson County, Illinois",State Government,"10 Total, all industries",N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Johnson County, Illinois",Local Government,"10 Total, all industries",N,16,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Johnson County, Illinois",Private,"10 Total, all industries",,160,"1,140","1,076","1,192","11,877,932",804,0.58,0.47
2023,2,County,Illinois,"Johnson County, Illinois",Private,101 Goods-producing,,34,165,167,164,"2,047,946",953,0.46,0.42
2023,2,County,Illinois,"Johnson County, Illinois",Private,1011 Natural resources and mining,,9,60,57,56,"739,562",987,1.85,2.18
2023,2,County,Illinois,"Johnson County, Illinois",Private,1012 Construction,,19,88,94,94,"1,203,164","1,006",0.75,0.73
2023,2,County,Illinois,"Johnson County, Illinois",Private,1013 Manufacturing,,6,17,16,14,"105,220",517,0.07,0.04
2023,2,County,Illinois,"Johnson County, Illinois",Private,102 Service-providing,,126,975,909,"1,028","9,829,986",779,0.61,0.48
2023,2,County,Illinois,"Johnson County, Illinois",Private,"1021 Trade, transportation, and utilities",,42,281,273,279,"2,954,234",818,0.63,0.64
2023,2,County,Illinois,"Johnson County, Illinois",Private,1022 Information,,5,6,6,6,"95,737","1,227",0.13,0.08
2023,2,County,Illinois,"Johnson County, Illinois",Private,1023 Financial activities,,15,130,129,132,"1,559,238",920,0.97,0.63
2023,2,County,Illinois,"Johnson County, Illinois",Private,1024 Professional and business services,,21,189,147,156,"1,947,193",913,0.44,0.33
2023,2,County,Illinois,"Johnson County, Illinois",Private,1025 Education and health services,,17,163,156,158,"1,898,908",919,0.42,0.46
2023,2,County,Illinois,"Johnson County, Illinois",Private,1026 Leisure and hospitality,,16,165,158,255,"949,605",379,0.96,0.66
2023,2,County,Illinois,"Johnson County, Illinois",Private,1027 Other services,,10,41,40,42,"425,071",798,0.59,0.67
2023,2,County,Illinois,"Kane County, Illinois",Total Covered,"10 Total, all industries",,"13,163","210,395","213,895","217,345","3,100,854,899","1,115",1.00,1.00
2023,2,County,Illinois,"Kane County, Illinois",Federal Government,"10 Total, all industries",,38,"1,561","1,572","1,531","53,795,319","2,662",0.37,0.66
2023,2,County,Illinois,"Kane County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Kane County, Illinois",Local Government,"10 Total, all industries",N,124,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Kane County, Illinois",Private,"10 Total, all industries",,"13,000","179,878","183,046","186,211","2,583,969,996","1,086",1.00,0.98
2023,2,County,Illinois,"Kane County, Illinois",Private,101 Goods-producing,,"2,671","44,190","45,027","45,938","798,483,300","1,363",1.42,1.58
2023,2,County,Illinois,"Kane County, Illinois",Private,1011 Natural resources and mining,,63,661,762,761,"10,677,943","1,128",0.28,0.30
2023,2,County,Illinois,"Kane County, Illinois",Private,1012 Construction,,"1,690","11,484","12,055","12,495","245,981,027","1,575",1.09,1.43
2023,2,County,Illinois,"Kane County, Illinois",Private,1013 Manufacturing,,918,"32,045","32,210","32,682","541,824,330","1,290",1.79,1.82
2023,2,County,Illinois,"Kane County, Illinois",Private,102 Service-providing,,"10,329","135,688","138,019","140,273","1,785,486,696",995,0.91,0.83
2023,2,County,Illinois,"Kane County, Illinois",Private,"1021 Trade, transportation, and utilities",,"2,835","39,451","39,735","40,257","539,035,422","1,041",1.00,1.12
2023,2,County,Illinois,"Kane County, Illinois",Private,1022 Information,,177,"1,477","1,497","1,527","30,337,299","1,555",0.36,0.24
2023,2,County,Illinois,"Kane County, Illinois",Private,1023 Financial activities,,"1,030","7,852","7,881","7,994","136,499,037","1,328",0.65,0.53
2023,2,County,Illinois,"Kane County, Illinois",Private,1024 Professional and business services,,"2,615","32,446","33,367","33,940","479,358,673","1,109",1.06,0.78
2023,2,County,Illinois,"Kane County, Illinois",Private,1025 Education and health services,,"1,288","26,095","26,237","26,408","379,100,019","1,111",0.77,0.87
2023,2,County,Illinois,"Kane County, Illinois",Private,1026 Leisure and hospitality,,"1,168","21,638","22,611","23,279","145,695,297",498,0.97,0.97
2023,2,County,Illinois,"Kane County, Illinois",Private,1027 Other services,,"1,192","6,650","6,602","6,771","74,681,490",861,1.04,1.13
2023,2,County,Illinois,"Kane County, Illinois",Private,1029 Unclassified,,24,79,89,97,"779,459",679,0.17,0.10
2023,2,County,Illinois,"Kankakee County, Illinois",Total Covered,"10 Total, all industries",,"2,238","41,785","42,240","42,565","548,662,296","1,000",1.00,1.00
2023,2,County,Illinois,"Kankakee County, Illinois",Federal Government,"10 Total, all industries",,22,216,225,215,"3,490,404","1,228",0.27,0.24
2023,2,County,Illinois,"Kankakee County, Illinois",State Government,"10 Total, all industries",N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Kankakee County, Illinois",Local Government,"10 Total, all industries",N,85,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Kankakee County, Illinois",Private,"10 Total, all industries",,"2,129","35,188","35,554","35,885","462,218,337","1,000",0.98,0.99
2023,2,County,Illinois,"Kankakee County, Illinois",Private,101 Goods-producing,,388,"8,544","8,604","8,739","169,170,555","1,508",1.38,1.89
2023,2,County,Illinois,"Kankakee County, Illinois",Private,1011 Natural resources and mining,,52,455,496,444,"5,601,065",927,0.82,0.89
2023,2,County,Illinois,"Kankakee County, Illinois",Private,1012 Construction,,219,"1,293","1,350","1,450","23,975,890","1,352",0.65,0.79
2023,2,County,Illinois,"Kankakee County, Illinois",Private,1013 Manufacturing,,117,"6,796","6,758","6,845","139,593,600","1,579",1.92,2.65
2023,2,County,Illinois,"Kankakee County, Illinois",Private,102 Service-providing,,"1,741","26,644","26,950","27,146","293,047,782",838,0.90,0.77
2023,2,County,Illinois,"Kankakee County, Illinois",Private,"1021 Trade, transportation, and utilities",,549,"8,377","8,459","8,491","97,127,202",885,1.08,1.14
2023,2,County,Illinois,"Kankakee County, Illinois",Private,1022 Information,,26,245,244,247,"2,815,845",883,0.30,0.12
2023,2,County,Illinois,"Kankakee County, Illinois",Private,1023 Financial activities,,197,"1,170","1,202","1,202","17,091,696","1,104",0.50,0.37
2023,2,County,Illinois,"Kankakee County, Illinois",Private,1024 Professional and business services,,268,"3,853","3,873","3,943","36,151,848",715,0.63,0.33
2023,2,County,Illinois,"Kankakee County, Illinois",Private,1025 Education and health services,,246,"8,006","8,083","8,136","108,892,735","1,037",1.21,1.42
